TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud,Hours,DayOfWeek
39637,2023-12-06 22:23:35.686253,116.12,734,refund,Houston,0,22,6
39638,2023-12-19 21:27:35.686258,84.81,187,purchase,Dallas,0,21,19
39639,2024-08-02 07:22:35.686263,4638.07,691,refund,Phoenix,0,7,2
39640,2024-01-13 13:21:35.686268,3186.04,396,purchase,Los Angeles,0,13,13
39641,2024-05-08 10:15:35.686273,177.06,384,purchase,San Jose,0,10,8
39642,2023-12-22 05:01:35.686278,1362.03,847,refund,Philadelphia,0,5,22
39643,2023-11-08 01:35:35.686283,158.72,39,refund,Dallas,0,1,8
39644,2024-04-06 17:59:35.686288,4749.14,132,purchase,Los Angeles,0,17,6
39645,2024-08-23 14:18:35.686294,785.38,976,purchase,Houston,0,14,23
39646,2023-10-30 16:10:35.686300,3039.31,106,refund,Philadelphia,0,16,30
39647,2024-01-19 18:58:35.686305,738.92,985,refund,Philadelphia,0,18,19
39648,2024-03-31 19:06:35.686311,871.81,224,purchase,Philadelphia,0,19,31
39649,2024-02-16 14:55:35.686316,544.67,444,purchase,San Diego,0,14,16
39650,2024-07-21 14:55:35.686322,1754.05,196,refund,Dallas,0,14,21
39651,2023-11-14 20:33:35.686328,2979.72,532,purchase,Chicago,0,20,14
39652,2023-12-01 19:24:35.686333,4275.94,544,purchase,San Antonio,0,19,1
39653,2024-02-29 17:37:35.686339,738.43,70,refund,Philadelphia,0,17,29
39654,2024-01-12 17:50:35.686345,4414.27,384,purchase,Chicago,0,17,12
39655,2024-05-21 14:18:35.686350,2357.28,840,purchase,San Antonio,0,14,21
39656,2023-12-12 23:12:35.686356,1724.98,841,refund,San Jose,0,23,12
39657,2024-03-14 13:00:35.686362,32.06,520,purchase,Los Angeles,0,13,14
39658,2024-09-01 04:19:35.686368,1221.57,554,refund,Houston,0,4,1
39659,2024-01-12 09:57:35.686373,1551.27,238,purchase,New York,0,9,12
39660,2024-02-21 16:29:35.686379,2800.28,271,refund,Los Angeles,0,16,21
39661,2023-12-02 01:10:35.686385,4043.83,410,refund,Phoenix,0,1,2
39662,2024-06-14 11:14:35.686391,2832.63,102,purchase,New York,0,11,14
39663,2023-11-29 18:10:35.686397,4814.87,192,refund,Chicago,0,18,29
39664,2024-06-20 04:27:35.686403,1291.26,306,refund,Los Angeles,0,4,20
39665,2024-04-21 09:26:35.686409,2860.89,182,refund,Chicago,0,9,21
39666,2024-09-01 22:38:35.686415,3189.75,21,purchase,Los Angeles,0,22,1
39667,2024-09-19 06:38:35.686420,1725.62,504,purchase,San Antonio,0,6,19
39668,2024-02-25 00:56:35.686426,1273.6,48,purchase,San Antonio,0,0,25
39669,2024-06-16 21:23:35.686432,2182.59,383,purchase,Los Angeles,1,21,16
39670,2024-08-28 23:35:35.686437,2508.71,106,purchase,Houston,0,23,28
39671,2024-08-06 12:01:35.686443,602.01,175,refund,New York,0,12,6
39672,2023-11-11 20:47:35.686448,3091.46,449,purchase,Houston,0,20,11
39673,2024-03-31 21:39:35.686454,4058.59,178,purchase,Houston,0,21,31
39674,2024-06-26 08:44:35.686459,1971.51,613,purchase,Houston,0,8,26
39675,2024-03-16 15:12:35.686465,1691.42,986,refund,San Jose,0,15,16
39676,2024-04-30 17:17:35.686470,1443.39,628,purchase,San Jose,0,17,30
39677,2024-08-03 12:34:35.686476,2854.43,324,refund,Phoenix,0,12,3
39678,2024-01-14 17:54:35.686481,190.84,940,refund,San Antonio,0,17,14
39679,2024-08-20 02:58:35.686486,4498.99,971,refund,Houston,0,2,20
39680,2023-10-26 07:25:35.686491,1518.15,758,purchase,Houston,0,7,26
39681,2023-12-15 02:49:35.686496,3619.48,341,purchase,New York,0,2,15
39682,2024-02-10 09:14:35.686501,1812.23,220,purchase,San Jose,0,9,10
39683,2024-05-10 18:55:35.686506,4917.09,851,refund,Phoenix,0,18,10
39684,2024-07-16 07:18:35.686510,176.93,346,refund,New York,0,7,16
39685,2024-10-14 01:42:35.686515,391.28,929,purchase,San Diego,0,1,14
39686,2024-02-13 18:03:35.686520,534.07,541,refund,Philadelphia,0,18,13
39687,2024-01-06 08:43:35.686525,1907.01,247,purchase,Los Angeles,0,8,6
39688,2024-10-04 05:47:35.686530,3855.8,327,purchase,San Antonio,0,5,4
39689,2024-09-13 07:19:35.686535,465.39,332,refund,San Diego,0,7,13
39690,2024-04-29 16:23:35.686540,1596.91,866,purchase,Philadelphia,0,16,29
39691,2024-01-23 07:38:35.686545,1981.91,260,purchase,San Jose,0,7,23
39692,2024-07-16 00:24:35.686550,4079.51,801,refund,Chicago,0,0,16
39693,2023-10-23 17:23:35.686555,259.2,588,refund,San Antonio,0,17,23
39694,2024-05-10 20:53:35.686560,2743.61,606,refund,Houston,0,20,10
39695,2024-10-03 07:58:35.686565,4943.29,893,purchase,Phoenix,0,7,3
39696,2023-12-24 18:11:35.686570,902.49,51,refund,San Diego,0,18,24
39697,2024-02-27 02:43:35.686575,3372.18,680,purchase,Houston,0,2,27
39698,2024-05-09 13:38:35.686580,2619.5,807,purchase,Los Angeles,0,13,9
39699,2023-10-24 23:09:35.686585,2107.62,711,purchase,Dallas,0,23,24
39700,2024-02-21 19:01:35.686589,4776.77,749,refund,Dallas,0,19,21
39701,2024-02-10 23:38:35.686594,4264.67,709,refund,New York,0,23,10
39702,2024-06-09 09:14:35.686599,3597.68,452,refund,Philadelphia,0,9,9
39703,2024-01-18 11:53:35.686604,707.33,409,purchase,Chicago,0,11,18
39704,2024-06-30 01:25:35.686609,4333.17,931,refund,San Diego,0,1,30
39705,2023-12-14 20:20:35.686614,1213.38,38,purchase,New York,0,20,14
39706,2024-06-16 10:55:35.686619,387.25,5,refund,New York,0,10,16
39707,2024-05-20 20:55:35.686624,559.35,690,refund,Dallas,0,20,20
39708,2024-01-22 10:46:35.686629,3523.07,512,purchase,Dallas,0,10,22
39709,2024-08-12 19:32:35.686634,4138.89,114,refund,Philadelphia,0,19,12
39710,2024-02-19 07:09:35.686639,4718.69,168,refund,Los Angeles,0,7,19
39711,2024-03-27 16:48:35.686644,2383.67,95,purchase,Philadelphia,0,16,27
39712,2024-08-15 20:59:35.686649,4746.76,955,purchase,Los Angeles,0,20,15
39713,2024-09-24 20:36:35.686654,560.5,10,refund,San Diego,0,20,24
39714,2024-03-11 08:26:35.686659,3501.91,89,purchase,Phoenix,0,8,11
39715,2023-12-20 17:50:35.686663,1237.85,269,purchase,San Jose,0,17,20
39716,2024-01-03 01:53:35.686668,2470.89,964,refund,Phoenix,0,1,3
39717,2023-11-20 12:07:35.686674,1497.51,469,purchase,Houston,0,12,20
39718,2024-06-12 16:42:35.686679,2628.63,680,purchase,Los Angeles,0,16,12
39719,2023-11-20 16:01:35.686683,1391.6,792,purchase,San Jose,0,16,20
39720,2024-08-30 03:39:35.686689,839.49,880,refund,San Jose,0,3,30
39721,2024-02-03 03:41:35.686694,4201.99,656,purchase,San Diego,0,3,3
39722,2024-01-04 15:39:35.686699,3556.95,469,refund,San Antonio,0,15,4
39723,2024-10-17 17:47:35.686704,4212.19,811,refund,San Diego,0,17,17
39724,2024-10-15 04:55:35.686709,4546.07,409,refund,Dallas,0,4,15
39725,2024-02-16 12:51:35.686714,2411.59,466,purchase,Chicago,0,12,16
39726,2024-07-24 19:48:35.686719,150.8,899,refund,Los Angeles,0,19,24
39727,2024-10-04 12:25:35.686724,2767.91,868,purchase,San Antonio,0,12,4
39728,2024-09-10 03:08:35.686729,114.22,363,purchase,New York,0,3,10
39729,2024-04-16 20:05:35.686734,1133.16,262,purchase,San Jose,0,20,16
39730,2023-11-09 15:58:35.686740,85.29,605,refund,Chicago,0,15,9
39731,2024-06-19 01:36:35.686746,1984.34,977,refund,San Jose,0,1,19
39732,2024-07-19 01:02:35.686752,3040.36,74,purchase,Philadelphia,0,1,19
39733,2024-10-06 17:49:35.686757,2431.28,911,purchase,San Jose,0,17,6
39734,2024-04-09 09:41:35.686763,2803.48,634,refund,San Jose,0,9,9
39735,2024-07-14 23:34:35.686768,3813.62,312,purchase,Dallas,0,23,14
39736,2023-12-06 06:07:35.686774,4200.05,505,purchase,Phoenix,0,6,6
39737,2024-08-25 06:37:35.686780,2284.59,219,purchase,Houston,0,6,25
39738,2024-07-23 01:23:35.686785,818.75,587,purchase,Los Angeles,0,1,23
39739,2023-12-13 14:16:35.686791,2267.03,873,purchase,Philadelphia,0,14,13
39740,2024-09-01 05:49:35.686799,2637.34,683,refund,Phoenix,0,5,1
39741,2024-01-30 21:07:35.686805,491.59,321,refund,Houston,0,21,30
39742,2024-07-16 09:03:35.686811,1898.91,770,purchase,Phoenix,0,9,16
39743,2024-10-12 18:01:35.686817,2737.9,240,refund,Philadelphia,0,18,12
39744,2024-01-22 18:40:35.686823,1654.01,22,refund,San Jose,0,18,22
39745,2024-06-26 20:40:35.686829,371.84,792,refund,Philadelphia,0,20,26
39746,2024-06-07 20:44:35.686835,4279.42,464,refund,Philadelphia,0,20,7
39747,2024-07-04 23:52:35.686840,1656.42,239,purchase,San Diego,0,23,4
39748,2024-02-07 17:01:35.686846,3149.26,828,refund,San Diego,0,17,7
39749,2023-11-23 19:47:35.686852,2162.04,966,purchase,Dallas,0,19,23
39750,2024-06-23 10:30:35.686858,2756.36,139,refund,Los Angeles,0,10,23
39751,2024-05-08 10:20:35.686864,2557.1,562,refund,Phoenix,0,10,8
39752,2024-07-03 03:30:35.686870,3009.79,988,refund,Dallas,0,3,3
39753,2024-05-22 10:06:35.686875,4229.03,282,refund,San Antonio,0,10,22
39754,2024-08-26 23:45:35.686882,829.07,97,refund,Phoenix,0,23,26
39755,2024-05-28 17:14:35.686888,459.4,646,refund,San Diego,0,17,28
39756,2024-05-10 09:47:35.686894,4969.62,654,purchase,Phoenix,0,9,10
39757,2024-01-02 21:17:35.686900,988.82,230,purchase,Los Angeles,0,21,2
39758,2023-12-29 00:21:35.686906,1687.69,575,purchase,Phoenix,0,0,29
39759,2023-10-29 16:50:35.686913,3213.83,116,refund,San Antonio,0,16,29
39760,2024-09-12 20:14:35.686919,690.44,851,refund,Los Angeles,0,20,12
39761,2024-06-04 06:52:35.686925,1444.88,72,refund,Dallas,0,6,4
39762,2023-10-30 19:24:35.686931,4816.62,861,refund,Houston,0,19,30
39763,2024-03-19 11:11:35.686938,1220.15,81,purchase,Houston,0,11,19
39764,2024-04-07 13:22:35.686944,750.9,882,purchase,San Jose,0,13,7
39765,2024-08-14 07:44:35.686950,1765.77,5,refund,Chicago,0,7,14
39766,2023-12-01 15:48:35.686956,3714.48,859,refund,San Diego,0,15,1
39767,2024-10-20 16:02:35.686962,4168.84,65,purchase,Phoenix,0,16,20
39768,2024-02-16 15:34:35.686968,2007.79,102,refund,Los Angeles,0,15,16
39769,2024-05-13 10:36:35.686975,4542.65,840,refund,San Antonio,0,10,13
39770,2024-03-19 07:00:35.686981,4512.01,753,purchase,Dallas,0,7,19
39771,2024-06-04 21:35:35.686987,4978.82,949,refund,San Jose,0,21,4
39772,2023-12-07 20:30:35.686993,2392.08,870,refund,Phoenix,0,20,7
39773,2023-12-20 08:15:35.686999,289.08,783,purchase,Los Angeles,0,8,20
39774,2024-10-10 22:51:35.687005,167.39,415,purchase,Philadelphia,0,22,10
39775,2023-11-27 17:51:35.687011,3299.88,832,refund,Chicago,0,17,27
39776,2024-02-16 09:47:35.687017,1090.47,429,refund,San Antonio,0,9,16
39777,2023-11-04 01:37:35.687023,3662.87,148,purchase,San Diego,0,1,4
39778,2024-07-18 15:49:35.687029,3773.09,93,purchase,San Diego,0,15,18
39779,2024-02-21 07:08:35.687034,2565.7,415,purchase,Los Angeles,0,7,21
39780,2024-09-28 02:43:35.687040,2260.8,94,purchase,Chicago,0,2,28
39781,2023-11-06 04:05:35.687046,292.67,188,refund,San Antonio,0,4,6
39782,2024-02-20 15:07:35.687052,4686.57,886,purchase,San Jose,0,15,20
39783,2023-12-14 11:01:35.687058,1410.32,427,purchase,San Antonio,0,11,14
39784,2024-09-01 02:31:35.687064,3379.31,877,purchase,Phoenix,0,2,1
39785,2024-10-18 03:34:35.687070,3754.31,367,purchase,New York,0,3,18
39786,2023-12-17 17:49:35.687076,4107.64,97,purchase,San Diego,0,17,17
39787,2024-05-24 06:29:35.687081,4824.64,988,refund,Chicago,0,6,24
39788,2024-04-20 23:30:35.687087,1713.05,352,purchase,Chicago,0,23,20
39789,2024-04-05 10:48:35.687093,2977.33,216,refund,Chicago,0,10,5
39790,2024-07-30 22:02:35.687099,2127.0,819,purchase,Phoenix,0,22,30
39791,2024-09-12 20:22:35.687105,739.92,544,refund,Philadelphia,0,20,12
39792,2024-07-21 17:45:35.687111,895.29,276,refund,Houston,0,17,21
39793,2024-01-22 15:49:35.687116,217.09,781,refund,Houston,0,15,22
39794,2024-01-23 22:57:35.687122,2700.93,309,purchase,San Jose,0,22,23
39795,2024-09-01 22:07:35.687128,1140.09,728,purchase,San Antonio,0,22,1
39796,2024-01-31 12:39:35.687134,3699.36,235,purchase,San Diego,0,12,31
39797,2024-07-29 04:51:35.687140,3349.21,430,refund,Philadelphia,0,4,29
39798,2024-07-16 17:10:35.687145,37.37,83,purchase,San Antonio,0,17,16
39799,2024-08-01 19:14:35.687150,659.08,751,purchase,San Jose,0,19,1
39800,2024-01-15 17:57:35.687156,3817.92,480,refund,San Diego,0,17,15
39801,2023-11-22 07:34:35.687161,2957.71,928,purchase,San Diego,0,7,22
39802,2024-01-01 16:41:35.687166,4437.99,587,purchase,New York,0,16,1
39803,2024-06-11 20:26:35.687171,3302.18,435,purchase,Philadelphia,0,20,11
39804,2024-06-18 02:04:35.687175,2909.95,390,refund,Houston,0,2,18
39805,2024-02-04 08:13:35.687181,1416.8,719,refund,San Diego,0,8,4
39806,2024-03-10 22:24:35.687186,2526.66,77,refund,New York,0,22,10
39807,2024-07-09 21:35:35.687191,2959.29,995,purchase,Houston,0,21,9
39808,2024-10-21 08:34:35.687196,2025.72,852,refund,Phoenix,0,8,21
39809,2024-09-27 12:01:35.687201,1869.71,374,refund,Phoenix,0,12,27
39810,2024-04-09 02:26:35.687206,2886.85,833,purchase,Dallas,0,2,9
39811,2024-09-05 22:04:35.687211,4567.51,901,refund,Phoenix,0,22,5
39812,2023-12-15 05:55:35.687216,1301.42,293,refund,Houston,0,5,15
39813,2024-04-14 15:03:35.687221,1302.98,533,purchase,New York,0,15,14
39814,2024-06-11 12:11:35.687226,622.33,686,purchase,San Jose,0,12,11
39815,2024-07-05 00:34:35.687231,2078.43,173,refund,Chicago,0,0,5
39816,2024-08-02 04:28:35.687236,631.92,703,purchase,San Jose,0,4,2
39817,2024-08-10 09:05:35.687241,1059.3,514,refund,Philadelphia,0,9,10
39818,2024-09-21 10:50:35.687247,533.13,9,purchase,Houston,0,10,21
39819,2024-06-12 19:39:35.687252,4618.44,250,refund,San Jose,0,19,12
39820,2024-09-10 22:34:35.687257,1958.75,893,purchase,Houston,0,22,10
39821,2024-05-16 12:03:35.687262,974.23,836,refund,San Antonio,0,12,16
39822,2024-04-26 22:08:35.687267,1648.26,902,refund,New York,0,22,26
39823,2023-12-15 23:03:35.687272,177.82,663,purchase,San Antonio,1,23,15
39824,2024-08-13 03:17:35.687278,353.41,797,purchase,Houston,0,3,13
39825,2024-10-06 19:43:35.687283,4204.96,160,refund,Houston,0,19,6
39826,2023-11-13 08:07:35.687288,4516.57,476,purchase,San Antonio,0,8,13
39827,2023-12-17 23:03:35.687293,403.79,316,refund,San Jose,0,23,17
39828,2024-01-15 00:56:35.687298,2400.39,616,purchase,New York,0,0,15
39829,2024-09-03 11:31:35.687304,1953.97,99,purchase,Dallas,0,11,3
39830,2024-03-05 13:01:35.687309,3071.55,44,refund,Dallas,0,13,5
39831,2024-05-04 02:26:35.687314,3575.78,299,purchase,Chicago,0,2,4
39832,2024-02-09 13:36:35.687319,279.92,875,purchase,Chicago,0,13,9
39833,2024-03-24 00:01:35.687324,906.36,916,purchase,Philadelphia,0,0,24
39834,2023-10-31 01:15:35.687330,1143.84,528,refund,Philadelphia,0,1,31
39835,2024-03-16 14:46:35.687335,1949.48,481,purchase,Chicago,0,14,16
39836,2024-04-16 22:14:35.687340,4557.34,666,purchase,Chicago,0,22,16
39837,2024-02-29 09:39:35.687345,4949.32,732,purchase,San Jose,1,9,29
39838,2023-11-07 09:50:35.687351,4314.99,393,refund,New York,0,9,7
39839,2024-10-01 14:18:35.687356,4243.47,729,refund,Chicago,0,14,1
39840,2024-01-10 23:19:35.687361,494.62,667,purchase,Chicago,0,23,10
39841,2023-11-18 18:45:35.687366,514.64,370,refund,San Diego,0,18,18
39842,2023-11-30 20:00:35.687372,206.23,361,refund,Houston,0,20,30
39843,2024-01-05 11:08:35.687377,3581.49,171,purchase,Chicago,0,11,5
39844,2024-05-03 06:08:35.687382,4703.32,455,purchase,San Diego,0,6,3
39845,2024-05-30 06:50:35.687388,3987.12,753,purchase,San Diego,0,6,30
39846,2023-11-30 07:31:35.687393,4703.3,624,refund,San Antonio,0,7,30
39847,2023-11-10 12:24:35.687398,3624.87,202,purchase,Los Angeles,0,12,10
39848,2023-11-26 14:20:35.687403,1211.31,205,refund,San Antonio,0,14,26
39849,2024-09-12 11:58:35.687408,4223.07,484,refund,Dallas,0,11,12
39850,2024-07-28 21:31:35.687413,3397.83,2,purchase,Dallas,0,21,28
39851,2024-03-03 22:51:35.687418,2102.99,375,refund,Dallas,0,22,3
39852,2024-05-31 16:59:35.687423,796.61,548,purchase,Philadelphia,0,16,31
39853,2024-08-29 07:09:35.687428,4132.45,802,refund,New York,0,7,29
39854,2024-03-08 14:15:35.687434,4685.81,732,refund,Phoenix,0,14,8
39855,2024-01-07 23:12:35.687439,4014.86,249,purchase,San Diego,0,23,7
39856,2024-01-02 07:22:35.687444,3101.44,139,refund,Chicago,0,7,2
39857,2024-08-26 09:17:35.687449,4628.37,724,refund,New York,0,9,26
39858,2024-03-21 21:14:35.687454,2325.83,457,refund,San Antonio,0,21,21
39859,2023-11-29 13:31:35.687459,1739.56,782,refund,New York,0,13,29
39860,2024-01-15 14:32:35.687465,4014.13,499,purchase,Houston,0,14,15
39861,2023-10-27 20:39:35.687470,92.76,914,purchase,San Jose,0,20,27
39862,2024-05-01 12:06:35.687475,4534.26,489,refund,Houston,0,12,1
39863,2023-11-10 09:45:35.687483,3319.2,573,refund,Houston,0,9,10
39864,2023-10-31 00:34:35.687489,1158.36,508,refund,Los Angeles,0,0,31
39865,2023-11-13 06:25:35.687494,24.99,803,refund,Houston,0,6,13
39866,2024-06-26 13:02:35.687499,2483.76,270,refund,New York,0,13,26
39867,2024-06-20 11:50:35.687504,3076.57,300,purchase,San Jose,0,11,20
39868,2024-02-11 07:47:35.687510,4674.11,557,purchase,New York,0,7,11
39869,2024-07-21 19:37:35.687515,4681.14,499,refund,New York,0,19,21
39870,2023-12-11 12:30:35.687520,4754.86,178,refund,San Antonio,0,12,11
39871,2024-03-31 03:04:35.687525,908.25,439,purchase,Phoenix,0,3,31
39872,2024-10-03 02:48:35.687530,1918.83,72,refund,Dallas,0,2,3
39873,2024-01-10 10:29:35.687536,1638.38,108,purchase,New York,0,10,10
39874,2024-06-05 06:28:35.687541,2784.44,453,refund,San Antonio,0,6,5
39875,2024-08-26 06:47:35.687546,964.86,29,refund,San Jose,0,6,26
39876,2024-03-11 00:47:35.687551,894.92,821,purchase,San Diego,0,0,11
39877,2024-09-26 18:13:35.687557,839.21,341,purchase,San Jose,0,18,26
39878,2023-12-04 11:08:35.687562,2807.98,461,refund,San Antonio,0,11,4
39879,2024-07-11 04:50:35.687567,17.43,649,purchase,Dallas,0,4,11
39880,2023-12-10 16:14:35.687572,3371.45,381,purchase,Los Angeles,0,16,10
39881,2024-03-08 08:34:35.687577,1869.2,477,purchase,San Antonio,0,8,8
39882,2024-09-20 07:03:35.687582,834.56,27,purchase,Houston,0,7,20
39883,2023-12-27 11:50:35.687587,4932.98,703,purchase,Houston,0,11,27
39884,2024-07-24 05:25:35.687593,1009.54,39,purchase,Los Angeles,0,5,24
39885,2024-07-04 23:35:35.687598,418.98,548,purchase,New York,0,23,4
39886,2024-07-10 03:43:35.687603,3699.13,93,purchase,San Diego,0,3,10
39887,2024-05-27 07:25:35.687608,3328.48,135,refund,San Jose,0,7,27
39888,2024-07-10 17:26:35.687613,1501.24,590,refund,Dallas,0,17,10
39889,2024-01-18 12:11:35.687619,1917.63,325,purchase,Philadelphia,0,12,18
39890,2024-01-03 16:17:35.687625,58.96,810,purchase,San Diego,0,16,3
39891,2024-04-18 15:44:35.687630,862.21,524,refund,Houston,0,15,18
39892,2024-09-03 01:02:35.687636,4541.26,657,purchase,San Antonio,0,1,3
39893,2024-02-19 10:20:35.687641,249.44,349,refund,San Antonio,0,10,19
39894,2024-08-16 03:02:35.687647,3981.21,309,purchase,Chicago,0,3,16
39895,2024-02-19 14:26:35.687652,4320.97,556,purchase,New York,0,14,19
39896,2024-01-08 20:34:35.687658,1841.67,366,purchase,Chicago,0,20,8
39897,2024-02-27 20:18:35.687663,3734.78,443,purchase,Philadelphia,0,20,27
39898,2024-08-18 19:54:35.687668,2030.56,785,refund,San Antonio,0,19,18
39899,2024-08-12 09:37:35.687673,4797.37,266,purchase,San Antonio,0,9,12
39900,2024-06-09 08:34:35.687678,4384.37,181,refund,Los Angeles,0,8,9
39901,2024-03-09 05:14:35.687683,2259.14,422,refund,Chicago,0,5,9
39902,2024-01-13 06:18:35.687688,2229.89,702,purchase,Phoenix,0,6,13
39903,2024-04-06 21:25:35.687693,2272.77,816,refund,Chicago,0,21,6
39904,2024-03-04 07:14:35.687698,3382.78,881,refund,San Jose,0,7,4
39905,2024-07-04 06:41:35.687707,3882.94,107,refund,Houston,0,6,4
39906,2024-06-19 03:16:35.687713,2340.44,608,purchase,Phoenix,0,3,19
39907,2024-08-13 09:02:35.687718,3570.87,820,purchase,San Diego,0,9,13
39908,2024-02-06 20:55:35.687723,4002.26,2,refund,Phoenix,0,20,6
39909,2024-01-03 21:02:35.687729,1666.72,450,purchase,San Diego,0,21,3
39910,2024-07-23 23:25:35.687734,2803.89,945,purchase,Houston,0,23,23
39911,2024-07-24 12:49:35.687739,2146.62,41,refund,Philadelphia,0,12,24
39912,2024-06-17 01:34:35.687744,1275.91,145,refund,San Antonio,0,1,17
39913,2024-08-29 21:23:35.687749,2268.72,151,refund,San Diego,0,21,29
39914,2023-11-07 03:01:35.687754,4036.27,847,purchase,Phoenix,0,3,7
39915,2024-01-10 01:31:35.687759,2159.24,739,purchase,San Jose,0,1,10
39916,2024-04-04 06:59:35.687764,4322.14,525,purchase,Los Angeles,0,6,4
39917,2024-01-14 06:56:35.687769,3989.7,457,purchase,Philadelphia,0,6,14
39918,2023-12-15 13:54:35.687775,1122.43,482,purchase,Houston,0,13,15
39919,2023-11-04 07:53:35.687780,3888.62,307,purchase,San Diego,0,7,4
39920,2024-08-07 17:03:35.687785,2469.18,471,refund,Philadelphia,0,17,7
39921,2024-06-13 22:08:35.687790,130.75,362,purchase,San Jose,0,22,13
39922,2024-02-05 19:42:35.687796,1814.96,657,purchase,Chicago,0,19,5
39923,2024-01-16 05:35:35.687801,1766.51,218,refund,Phoenix,0,5,16
39924,2024-08-08 16:09:35.687806,13.76,711,refund,San Diego,0,16,8
39925,2024-01-20 11:08:35.687811,1393.99,785,purchase,New York,0,11,20
39926,2024-04-27 21:01:35.687816,1486.2,833,refund,Los Angeles,0,21,27
39927,2024-07-05 08:20:35.687821,4203.4,548,purchase,New York,0,8,5
39928,2024-04-17 07:57:35.687826,3400.31,485,purchase,San Diego,0,7,17
39929,2024-07-19 22:09:35.687831,887.16,333,refund,New York,0,22,19
39930,2024-05-05 16:35:35.687836,4909.28,978,refund,San Diego,0,16,5
39931,2024-03-12 15:25:35.687841,3935.36,288,purchase,Chicago,0,15,12
39932,2024-01-18 22:14:35.687846,3789.41,326,refund,Dallas,0,22,18
39933,2024-06-05 19:30:35.687851,3932.29,619,refund,San Jose,0,19,5
39934,2024-08-17 21:17:35.687856,1514.66,810,purchase,Dallas,0,21,17
39935,2024-06-23 08:11:35.687861,2055.13,776,refund,San Jose,0,8,23
39936,2023-11-03 04:43:35.687866,3641.37,985,refund,Dallas,0,4,3
39937,2023-11-29 04:55:35.687872,3561.82,883,refund,San Diego,0,4,29
39938,2024-06-17 07:55:35.687877,4469.92,967,purchase,San Antonio,0,7,17
39939,2023-11-10 13:10:35.687882,3838.73,142,refund,Los Angeles,0,13,10
39940,2024-01-10 01:43:35.687887,2367.49,236,refund,Dallas,0,1,10
39941,2024-02-22 04:35:35.687894,941.09,353,purchase,Chicago,0,4,22
39942,2024-05-14 16:28:35.687899,4297.27,719,purchase,San Antonio,0,16,14
39943,2024-03-02 06:43:35.687904,208.2,248,refund,New York,0,6,2
39944,2024-02-29 13:21:35.687910,1386.98,113,purchase,San Jose,0,13,29
39945,2024-07-14 05:56:35.687915,2819.21,667,purchase,San Diego,0,5,14
39946,2023-11-13 06:05:35.687920,3407.0,881,refund,Philadelphia,0,6,13
39947,2024-06-16 01:19:35.687925,3846.65,445,purchase,Houston,0,1,16
39948,2024-02-18 15:20:35.687930,2217.78,834,purchase,Philadelphia,0,15,18
39949,2024-02-17 15:45:35.687936,1883.41,497,refund,Philadelphia,0,15,17
39950,2024-05-31 20:54:35.687941,1539.87,411,refund,Los Angeles,0,20,31
39951,2023-12-06 09:18:35.687946,4504.74,821,refund,San Diego,0,9,6
39952,2024-07-26 12:36:35.687951,320.28,984,purchase,Chicago,0,12,26
39953,2024-04-06 08:03:35.687956,1108.35,17,refund,Philadelphia,0,8,6
39954,2024-03-04 01:25:35.687961,4795.12,806,purchase,Los Angeles,0,1,4
39955,2024-05-06 22:38:35.687966,4803.26,326,refund,San Antonio,0,22,6
39956,2024-01-14 02:07:35.687971,300.26,702,refund,Phoenix,0,2,14
39957,2024-03-06 14:58:35.687977,4811.76,953,purchase,Los Angeles,0,14,6
39958,2024-03-22 15:16:35.687982,4294.27,122,refund,New York,0,15,22
39959,2024-06-14 08:32:35.687987,4287.72,764,purchase,Houston,0,8,14
39960,2024-09-11 22:41:35.687992,276.96,253,refund,Dallas,0,22,11
39961,2023-10-24 09:18:35.687997,280.78,17,refund,New York,0,9,24
39962,2024-09-06 15:17:35.688002,437.74,890,purchase,Houston,0,15,6
39963,2024-08-08 10:11:35.688008,4329.18,322,purchase,Chicago,0,10,8
39964,2024-09-11 12:59:35.688014,4088.13,558,purchase,Phoenix,0,12,11
39965,2024-08-14 16:28:35.688019,1822.31,267,purchase,San Jose,0,16,14
39966,2024-08-02 13:38:35.688023,2777.78,707,purchase,Los Angeles,0,13,2
39967,2024-09-18 15:06:35.688029,2418.46,336,purchase,San Jose,0,15,18
39968,2024-03-18 09:13:35.688034,1997.51,583,purchase,Chicago,0,9,18
39969,2024-03-28 11:14:35.688039,3244.6,672,refund,Chicago,0,11,28
39970,2024-09-02 17:08:35.688044,1894.78,682,refund,Los Angeles,0,17,2
39971,2024-02-09 20:41:35.688049,2912.32,710,purchase,San Antonio,0,20,9
39972,2024-06-05 09:08:35.688054,3557.25,464,purchase,Dallas,0,9,5
39973,2023-11-07 17:51:35.688059,3661.42,477,refund,Philadelphia,0,17,7
39974,2024-03-24 00:07:35.688064,143.91,226,refund,San Diego,0,0,24
39975,2024-03-07 15:42:35.688069,4201.36,816,refund,Philadelphia,0,15,7
39976,2024-06-07 16:15:35.688074,4026.03,249,refund,Dallas,0,16,7
39977,2023-12-19 09:41:35.688079,4603.21,488,refund,San Antonio,0,9,19
39978,2024-10-02 09:43:35.688085,709.53,978,purchase,Philadelphia,0,9,2
39979,2024-07-20 08:13:35.688090,3983.35,95,purchase,Los Angeles,0,8,20
